,message_id,message_text
7441,16846,"🙀🤎✨ Новая тональная основа HD Skin Hydra Glow Foundation !!  👏🏼

Имитирует увлажняющее действие маски по уходу за кожей. Эта формула, вдохновленная уходом за кожей, на 86% содержит ингредиенты для ухода за кожей, включая гиалуроновую кислоту, которая мгновенно и надолго усиливает увлажнение. 47$ 💸 32 оттенка."
7459,16828,"Это очень смешно, я каждый раз когда вижу эти заголовки с этим человеком - ловлю бомбический кринж 🤣
А какой он был милый в юности, он жил в моем подъезде, девочки ему всегда оставляли мягких игрушек у нас 🥲"
7468,16819,"Как понятно и красиво! Обожаю [Дениса!](https://www.instagram.com/deniskartashev?igsh=MWFnY2xjaXRuYnd5ag==) 

•карандаш для век ALIX AVIEN extreme lasting оттенок coffee bean
•тени для век ALIX AVIEN obsessive addiction
•тушь для ресниц ALIX AVIEN  volume
•гелевая подводка для глаз INGLOT amc eyeliner gel
•помада INGLOT lipstick kiss catcher, 40 years celebrating"
7475,16812,"Вот так Пэт Макграт создавала образ Гвендолин Кристи для показа Margiela — визажистка [поделилась](https://www.glamour.com/story/pat-mcgrath-maison-margiela-beauty#), что для ""кукольной кожи"" использовался латексный спрей Kryolan Liquid Glass, который наносится слоями. 
И очень живописно отрывается с кожи."
7512,16771,"Блин, может на все забить и выйти замуж за гея? Он будет называть меня Пуки ин а хэппи дресс…и мы будем делать вид, что у нас секес, а не монополия в постели…и будем обсуждать все сплетни из телеграм канала «Только никому» 

Sounds perfect 😍

Шучу!! Меня просто умиляют мужья таких инфлюенсеров🤣"
7551,16732,"Новый продукт Cooling Water Jelly Tint 💗❤️ для губ и щек Milk Makeup
 
Стойкие румяна для губ с увлажняющей, упругой желеобразной текстурой, которая скользит, создавая прозрачный. 24$ 💸
 
Будет доступно ➡️ 26 января на сайте и в розничных магазинах. 

Люблю их мини упаковки, очень удобные и мобильные но как же там мало продукта внутри..."
7557,16726,"Из новых любимчиков, эти карандаши от Inglot, мой любимый оттенок 353 
И к нему взять обязательно праймер для губ, он оказался офигенным, выравнивает губы, держит карандаш идеально. Они с праймером как будто бархатные! 

Мне эти продукты мой бровист-визажист посоветовала 🥰"
7558,16725,"Всегда мои самые долгие отношения 😂

- Ok Beauty “Urania”
- Pupa 004 
- Летуаль Satinel 214 
- Mac “Subculture”

Этих карандашей у меня штук 10, раскиданы по разным местам) Они  все примерно одинакового оттенка, для зрительного увеличения губ 😉"
7563,16720,"Ну он прав! 
Это по поводу того, что Марго Робби и Грету Гервиг не номинировали на Оскар 

Уверена, что это грязный хайп со стороны Оскара, они уже не знают чем привлечь внимание к их статуэтке, которая уже потеряла любое уважение))"
7588,16695,"Другой вопрос, хотели бы вы со всеми вмешательствами, которые делала Кайли в 26 выглядеть на 33, при этом выглядеть эффектно.

Или выглядеть на 26 без губ, без филлеров, без новых зубов и без эндоскопии и сисек? 

Ответ очевиден, во всяком случае для неё 😄"
7589,16694,"Если ещё раз про филлеры, конечно у Кайли есть эта проблема, но не все так плохо на самом деле 

Что дико, это то, что она выглядит абсолютно нормально, но мы настолько привыкли к Facetune, что забываем, что на нашем лице совершенно нормально иметь тени, когда на вашем лице 100 разных камер и 100 разных вспышек ("
7592,16691,"Мне в мозг видимо въелся мем про отвратительно длинную ложку, которая размешивает отвратительно длинный чай - как иначе объяснить, что длинные сумки автоматически кажутся мне моднее своих недлинных сородичей. Вот, например, офигительно классная тетя [Марси Пенн,](https://www.instagram.com/marcihirshleifer?igsh=MTNoaHhhd2lndmF6eQ==) шопинг директор и персональный байер, постит свою новенькую Alaïa Le Teckel. Хочется купить такую же в двух цветах и носить сразу две сумки одновременно🥹"
7624,16659,"Очень полюбила стайлинг Сабрины Эльбы, она выглядит шикарно, это прям идеальная смесь самых модных вещей сезона, Алая..Гуччи, Феррагамо, но все очень сдержанно, при этом когда хочется секси - она выдаёт. 
Прям хочется быть такой красоткой. Она всегда выглядела хорошо, но стайлинг от Ким Рассел ее прям раскрыл ❤️🐈"
7630,16652,"Красотка Матильда Джерф - шведская блогерка и инфлюенсер. Кстати ее бренд [Djerf Avenue,](https://djerfavenue.com/) который она запустила в 2019 году заработал в прошлом году нехилые $34.5 миллиона долларов. 

Как важно иметь правильный маркетинг и быть самой полной репрезентацией своего бренда. Абсолютный успех конечно, хотя одежда иногда хуже уровня масс-маркета 👀"
7634,16648,"А про old mom….блин я представляю, что если рожу дай бог в 35-37, мне будет 55 когда мой ребёнок выпустится из школы и поступит в универ 🤣 в целом не так плохо конечно, но планирую выглядеть на 40 максимум лет до 60 🤣🤣🤣"
7635,16647,"Блин, интересно кто из них подумал, что кто-то передумает. Жаль очень, явно ведь любовь была, наверно просто кто-то так и не смирился. Это конечно прям серьезно надо обсуждать с партнером / партнеркой на берегу("
7644,16638,"Новые атласные румяна Maneater 💗💜☺️ от Tarte
 
Легкие жидкие гелевые румяна для атласного румянца с эффектом объема,  делают щеки заметно пухлыми и подтянутыми.  Охлаждающие румяна, похожие на сыворотку, придают свежий, влажный цвет румяным щекам.
С кокосовой водой, гиалуроновой кислотой и витамином Е. 29$ 💸 11 оттенков."
7656,16626,"Новый универсальный хайлайтер Jelly Slime Mac Underground ✨💛🤍 от Mac Cosmetics

Эта светоотражающая, шелковисто-гладкая формула выпускается в двух эксклюзивных небольших партиях по 500 штук каждого оттенка золотого и серебряного, которые можно использовать для придания блеска всему телу."
7683,16599,"Как вам Бонин результат? Стоит ли операция 25 лямов (или сколько там?) 

Я думаю что все прекрасно и ещё надо дождаться чтобы окончательно лицо «село» на свои места, но…эта операция этих денег не стоит. 
И можно чуть подправить брови и губы, они больше ее старят по моему мнению, но это личные преференции 🙆🏻‍♀️☺️

В целом она красотка конечно, все сделала правильно!"
7685,16597,"Этой зимой Благотворительный Фонд [""Tвое Собачье Дело""](https://www.instagram.com/tvoe_sobachie_delo/) и  ресторан [""Tilda""](https://www.instagram.com/tilda.moscow/?img_index=1) помогают бездомным животным: до конца сезона 20% от продаж горячих напитков будут направлены в поддержку наших подопечных.

А чтобы свежесваренный кофе или какао порадовали не только вкусовые рецепторы, но и глаз, ребята объединились с иллюстратором и кулинарным блогером [@sanyaotkroy](https://www.instagram.com/sanyaotkroy/) и выпустили серию авторских стаканчиков. 

Саша нарисовала собак в зимних аутфитах, спешащих на встречу с будущими хозяевами. Кстати, на стаканчиках есть QR-код, по которому можно дополнительно помочь обитателям приюта."
7692,16590,"Новый аромат от Тома Форда 🥲 
New Vanilla Sex — это чистая максималистская ваниль.  Любые предвзятые представления о сладости развеиваются уникальным аккордом Ultravanil, который усиливает кожаные грани ванили."
7698,16584,"Пополнения в линейке Sephora Care ✨😍 

 Включает в себя:
 ✨Make it Glow 
Создан для лица, глаз и тела.  Используйте его под или поверх макияжа, на определенных участках и смешивайте с тональным кремом. Свежее сияние в одной капле. Легкая и комфортная текстура, в 3 оттенках.
 ✨Make it Bronze
Трансформирующая формула крема в пудру.  Натуральная вторая кожа. Многофункциональный стик для легкого естественного загара. В 4 оттенках."
7705,16577,"Новая помада Pout Clout Lip Plumping Pen 💄👄 от Еlf Сosmetics

Универсальное средство для губ, блеск и бальзам, который придает губам чистый оттенок и сияние, придавая им бодрящее покалывание.  Сочная, нелипкая формула содержит масло маракуйи доля дополнительного увлажнения, а также экстракты черники, арбуза и граната. По 8$ за штуку"
7710,16572,"Из того, что я поняла по последним новостям европейцы опираясь на собственный ресерч решили что больше 0,3% ретинола может привести к skin damage and disorders 

Не очень понимаю что может случится с кожей, но типа слишком много витамина А в организме наносит вред 

Единственное, о чем они говорят, если ретинол в бОльших частях Европы можно наносить ну максимум несколько месяцев….(из-за сильного солнца) 

Чтобы вы понимали, я сейчас буду тестировать ретинол 1,5% ☺️"
7711,16571,"ОРУУУ!!! У меня был такой же!! Обожала его 🤣🤣🤣

Fun fact, когда я поступила в мархи у нас на 1 курсе вела рисунок очень набожная женщина (до сих пор помню как мы ходили ток церкви рисовать), в общем она один раз не выдержала и попросила меня больше не приходить с таким шарфом на шее ☠️☠️☠️☠️"
7712,16570,"По поводу тёмных кругов (и не только) под глазами, из трёх вариантов решения задачи приняли самое логичное, как мне кажется 🥺

- филлер категорически нет, не хочется миграций…

- CO2 норм, но период восстановления очень долгий, придётся месяц ходить как типичная участница шоу Гордона ( 

- поэтому возьмём препарат REVI eye на котором делают биоревитализацию в районе глаз. 

Все отфоткаем до и после, даже самой интересно смогу ли я убрать печать армянской скорби под глазами)) 🤣"
7725,16557,"Выбор был оч сложный, форм и оттенков у [Cultura](https://cultura-eyewear.com/) миллиард 😵

Долго выбирала между коричневой оправой и прозрачной, в итоге пошла в прозрачную, но теперь хочу и коричневую тоже))) 

Очень рекомендую сходить в магазин оффлайн, девочки консультанты мне помогли подобрать все 🥺  Надо прям мерить! И ещё недельку они делают диоптрии (у меня нет минусов или плюсов, я сделала диоптрии для компа, это очень хорошо помогает от мигреней, когда сидишь постоянно за компом 🥲) 

[Магазин](https://www.instagram.com/cultura_eyewear?igsh=Mm0wbzYxaDNrbXUz) у них на Чистых, если дойдёте, то рекомендую ещё зайти в соседнюю дверь кофейни, там самые вкусные пончики 🥺👻

А, ещё они есть в Питере тоже 🥰"
7777,16505,"Детали шоу Schiaparelli Haute Couture 2024 от Дэниела Роузберри.

На первом фото образ с  элементами технологий, существовавших до iPhone.  Дэниел Роузберри: «Вся коллекция представляет собой своего рода диалог между прошлым и будущим. Это методы старого мира с технологическими элементами нового мира»."
7806,16476,"Как все дорого 😔
Не мудрено, что «принятия себя» на западе процветает, мне бы тупо не хватило бабла ходить к косметологам))

Вот очень хочется такое же состояние under eye как у неё, но боюсь мне не разрешат CO2 так как кожа очень тоненькая под глазами( 

Во вторник решим!"
7817,16465,"Девушки и не только, у меня к вам невероятный подгон, с удовольствием поделюсь очень классным магазином винтажной одежды и сумок от Стаси. 

Хозяйка магазина лично собирает коллекцию, у неё есть доступ ко всем лучшим винтажкам Парижа, ЛА, Токио, Бангкок и Стамбула! 👏

Офигенная подборка винтажных шуб, обуви и конечно же Hermes, без этого никак!

Магазинчик появился только недавно, пока так скажем так, все свои, истинный  luxury privite club 👻

Помимо офигенной подборки отдельно хочу ЗАОСТРИТЬ внимание на то какие демократичные цены, потому что если честно в последнее время винтажные магазины продают дороже чем, купить в магазине 🤣

Бегите быстро чекать, сейчас как раз будет новый дроп вещей! 

**Подписывайтесь на **[**инстаграм**](https://www.instagram.com/3r.concept?igsh=dDFxbHNjcTByOTgx)**  (запрещённая соц сеть) 

И на телеграм, если удобнее следить **[**тут!**](https://t.me/concept3r)**

А если решите сделать заказ, то скажите что вы из KOSMETOS! У вас будет скидка 10% ****🙂**"
7825,16457,"Про УКЛАДКУ! 

Сняла ролик, [залила](https://www.instagram.com/reel/C2VYK3prHCk/?igsh=MXc3NzFoM28xYXN0bQ==) в запрещённую соц сеть, уж простите, так удобнее 🙂

Итак, укладываюсь я дайсоном, сразу скажу - у меня пористые осветлённые волосы, поэтому форму держат отлично, нооо если у вас тяжёлые, живые волосики (которых мне например не светит кхех) – то рекомендую кое-какие манипуляции 

1) НЕ НАНОСИМ никакой уход / кондиционер / маску перед тем как вы делаете укладку. Тупо помойте волосы шампунем, я очень часто мою волосы перед укладкой аптечным шампунем с цинком, который волосы чистит до скрипа. Это даёт возможность им ещё дольше держаться в укладке 

2) если есть время я намеренно не сушу сразу волосы, а оставляю их просушиться самим процентов на 60%, потом досушиваюсь феном 

3) не наношу много ухода и всяких пшикалок, только несмываемое средство и термо-защиту 
у меня это двухфазное средство от Моне, есть такое же для неокрашенных! 

4) Далее разделяю волосы на 2 части: верхнюю и нижнюю, начинаю снизу. Кто-то крутит сверху, мне комфортнее все сделать снизу, а потом на сухих волосах закончить верхние 🙆🏻‍♀️

5) Наношу порошок от got2b пока корни слегка влажные (но на 90% сухие) и продолжаю укладывать волосы, последний этап - чёлка 

Про фен - держу сначала в супер горячем воздухе, потом охлаждаю прядку холодным, снимаю прядку НЕ ВЫКЛЮЧАЯ фен - они так держаться более пружинисто 😌

6) наношу последним этапом текстурайзер, можно любой, у меня это Davines, я его обожаю ❤️🤭 

Ну и все! Если есть вопросы - жду! 
Чтобы сохранить укладку когда сплю,  стараюсь волосы собирать в крабик на макушку, они с утра так ещё объёмнее)"
7836,16446,"Новый тинт для кожи Vinocrush ✨🤎 от Сaudalie

Тонирующий крем Vinocrush обеспечивает улучшенный и ровный цвет лица, подчеркивая естественную красоту кожи.  Инкапсулированные пигменты природного происхождения сливаются при нанесении на кожу и обеспечивают равномерный цвет, соответствующий тону вашей кожи, а также естественный вид.
С гиалуроновой кислотой и виноградной водой, которая обеспечивает кожу увлажнением в течение всего дня и придает ей сияние."
7837,16445,"🚨Новый очищающий гель для ежедневного очищения The Matcha Cleanse 🍵 💦 от Tatcha

Гель без отдушек и мыла, который очищает поры и балансирует жир, не смывая его, уменьшая скатывание макияжа, подготавливая ее к нему. Эта формула пенится от геля до освежающей пены, очищает поры, образуя заметно чистое матовое лицо, улучшает стойкость макияжа  в течение всего дня, контролируя выделение себума. С японскими ботаническими альтернативами Kyo-Matcha BHA, японской полынью. 40$"
7844,16438,"Из той же пьесы, только чуть более щадящий - красный пилинг от The ordinary 
Вообще это мое самое любимое средство от них, эффект такой же. 

В целом красный пилинг нужно держать до 10 минут, но моя кожа, которая уже привыкла и к ретинолу и к прочим приколам спокойно выдерживает все 20-30 

Краснота уходит в течении 10-20 минут, чувствуешь прям прилив крови к лицу, это непередаваемые ощущения, как будто намазалась эликсиром бессмертия 🤣

Оба средства топ, какой быстрее найдёте - такой и берите ❤️👻"
7845,16437,"На самом деле я намеренно оставила подольше пилинг, потому что знаю что кожа выдержит 👻

Это AHA Bloody Peel от Zombie Beauty, который я тестировала ещё давно из последнего бокса 82box
Кстати при любой возможности обязательно покупайте эти боксы, Мария (основательница бренда) живет в Корее и собирает для нас лучшие из лучших средств 🥲👏🏻

Сейчас кстати выходит первый [мужской бокс,](https://82box.ru/) FYI 👻



А сам пилинг просто шикарный, отшелушивает роговой слой, кожа идеальная и ровная после него. Устранит неровный тон и тусклость, предотвращает закупорку пор и вызванные этим воспаления, смягчает и разглаживает, делая кожу нежной и наполняя внутренним сиянием. Содержит гликолевую (AHA) и салициловую (BHA) кислоты, глюконолактон (PHA), экстракты томата, яблока, свеклы и граната ❤️"
7865,16416,"Какую идеальную носибельную коллекцию выдал дизайнер AMI Paris Alexandre Mattiussi. 
Что он сам говорит о [коллекции](https://hypebeast.com/2024/1/ami-fall-winter-2024-paris-fashion-week-menswear-runway): 

«Действие шоу происходит внутри здания, поэтому все там живут;  они соседи в Париже.  Первые этажи заполнены детьми, их мамами и папами — там все живут и знают друг друга, поэтому это самое элегантное здание в городе.  Я всегда пытаюсь создать фильм с помощью своей одежды;  это фильм с десятью минутами идеального мира, в котором я бы хотел, чтобы мы жили.»"
7866,16415,"Во вторник иду к своему косметологу (к которому уже хрен запишешься, потому что насоветовала вам ее 🤣) и буду решать вопрос тёмных кругов под глазами 

Думаю либо CO2 шлифовку сделать (заодно кожу обновлю под глазами) / либо гиалуронку. 

Кто делал гиалуронку, вам понравился эффект? 

И вот интересно сработает ли это у меня, учитывая что это мои исходные данные всю жизнь (армянская генетика, у всех тёмные круги под глазами) 


Кстати ретинол мне прям осветлил сильно этот вопрос, но я теперь хочу добить так, чтобы вообще без косметики ходить 🥲"
7913,16355,"Новое ежедневное очищающее средство 🍍💦 Pineapple Refresh от Rhode

Освежающее очищающее средство для ежедневного применения, напоминающее бальзам, оставляет вашу кожу чистой, мягкой и упругой после ополаскивания.  Достаточно нежный для утра и вечера + безопасен для чувствительной кожи.
Удаляет грязь, SPF, макияж и загрязнения. Очищает, не высушивая кожу. Удерживает влагу. Помогает защитить от стрессовых факторов окружающей среды, таких как загрязнение, экстремальные погодные условия. 28$

Полиглутаминовая кислота (также известная как PGA) — увлажняет кожу, делает ее более упругой + помогает повысить ее эластичность. Экстракт зеленого чая — успокаивает кожу, содержит антиоксиданты, которые помогают защитить от стрессовых факторов окружающей среды. Фермент ананаса — нежный натуральный отшелушивающие энзимы, придающие коже более гладкий вид.

Будет доступно ➡️ 25 января"
7922,16346,"💄💗 Новые помады ко Дню Святого Валентина Hollywood Beauty Icon K.I.S.S.I.N.G в розовых и красных тонах 💌❤️ от Сharlotte Tilbury

Розовые оттенки с сатиновым блеском по 35$ за штуку.

Красные цвета в формуле Matte Revolution по 35$ за штуку."
7935,16333,"🚨Новая ночная маска для губ Swirled Lip 💗💙 вкуса/оттенка сладкая вата 😍🙌🏼 от Laneige

Несмываемая маска для губ, обеспечивающая интенсивное увлажнение и антиоксиданты во время сна, с Berry Fruit Complex, семенами мурумуру и маслом ши. 25$

Будет в наличии ➡️ 23 января в sephorа."
7943,16325,"Новинки Dior! 

✨Хайлайтер Dior Forever Glow Maximizer
Жидкий хайлайтер, придающий коже эффектный свет и сияние, мгновенно и на весь день, наполненный мелким жемчугом для здорового сияния: лёгкий хайлайтер, румяна, бронзатор или даже светящаяся вуаль на веках в 6 оттенках.

✨ Dior Forever Glow Star Filter
Осветляющий флюид, который улучшает цвет лица и заметно разглаживает кожу.  Как средство для макияжа, так и средство для ухода за кожей лица со свежей и легкой текстурой обеспечивают 24 часа увлажнения и раскрывают естественное сияние обнаженной кожи. Наносится до тонального крема или смешивается с ним, также вы можете использовать его в качестве хайлайтера на скулах, переносице и т.д. в 10 оттенках."
7956,16312,"💌💘❤️ Какая милая новая коллекция Heart Affair от Сatrice ко дню святого Валентина 

 Включает в себя:
 ✨Румяна ""штампы""
 ✨Матовая жидкая помада
 ✨ Хайлайтер в оттенке Stole My Heart
 ✨Лак для ногтей
 ✨Сияющая губная помада"
7971,16289,"Новые масла для губ 🐝🍯👄 KissKiss Bee Glow Oil от Guerlain

Масло для губ с медом, на 92 % состоящее из ингредиентов натурального происхождения.  Его питательная и объемная текстура обеспечивает уход в течение 24 часов, мгновенный эффект объема и стеклянный блеск без липкости. В 6 оттенках:
 🌸ROSE GLOW – Нежный розовый.
 💖POP ROSE GLOW — интенсивный розовый
 🍑 PEACH GLOW - Свежий коралл
 🍯MED GLOW – Натуральный бежевый.
 ❤️ POPPY GLOW - Красный Мак
 🍇 LAVENDER GLOW – Сияющая слива"
7979,16281,"Новые палетки Maracuja Juicy Eye & Cheek Palettes 💗❤️ от Tarte

Палитра «все в одном» с 12 розовыми, бронзовыми и нейтральными оттенками с матовым, мерцающим и сияющим финишем. 2 кремовых румяна и 1 кремовый оттенок для контуринга, веганские и не тестируемые на животных, 52$
💗Персиково-розовая палитра
❤️ Красно-ягодная палитра

Мне кажется, эра таких больших палеток прошла. Что думаете?"
7997,16259,"Сядьте, если стоите... В Milou - один из лучших московских ювелирных салонов - приехал вот такой [чудо-пухлик с бриллиантом огранки «кушон»](https://milou.moscow/dustyrose/tproduct/243608587-782897665861-dusty-rose-koltso-donut#promo3), утопленным в золотой подушечке, которая по форме напоминает конфету Meller. Благодаря объемной акцентной оправе скромный бриллиант весом 0,32 карата очень замечательно оперился и визуально тянет на все 0,7! Цена вопроса - 261 280 рублей."
8001,16255,"Отличнейшая статья и [подборка](https://t.me/MoscowEcon/5184) наших российских брендов, которые будут полезны вам в зимний период (и не только ☺️). 

Про DTMS я уже все уши вам прожужжала, у них самые лучшие базовые увлажняющие средства, а у predubezhdai больше всего мне нравится утро на средства для тела. 

И давно хочу попробовать бренд AADRE, постоянно его встречаю в ресторанах, у них отличные запахи как в средствах для тела / рук так и в диффузорах 💕

А у Cosmomedica от себя добавлю отличный лимфодренажный крем от отеков 👼🏼😌

С удовольствием читаю все подборки на канале [Экономика Москвы ](https://t.me/MoscowEcon)[❤️](https://t.me/MoscowEcon)"
8010,16246,"А ее украшения, кстати, ничем не хуже, это мой любимый стиль слегка потертый / помятый аля необработанный, со вставками разного рода бриллиантов, от чистейших до «необработанных». Настоящее искусство ❤️

А люди продолжают покупать браслетики Картье 😭"
8015,16241,"Современный ювелирный бренд [Patcharavipa](https://www.patcharavipa.com/) помимо своих красивых украшений делает кастомизацию винтажных часов. Выглядит просто невероятно красиво 😭💕

Бренд открыла девушка originally из Бангкока, которая закончила Saint Martins в Лондоне."
8038,16217,"Наконец-то нашла ювелирку на Дженне Ортеге поближе, сразу знала, что это Диор, потому что любимая мешанина камней в стиле главного дизайнера диоровской ювелирки [Виктории де Кастеллан](https://t.me/kosmetos/13757) 💕"
8041,16214,"Очень жду (впервые за долгое время) русский фильм - Мастер и Маргарита, режиссера Михаила Локшина, если вы успели посмотреть Долина, он тоже упоминает об этом фильме. Не первый раз слышу, что фильм должен быть 💥👌🏻"
8064,16191,"Какая же она красотка! Брюнеткой ей очень! 
Камилла Морроне, визажист Мэри Филлипс


COMPLEXION 
Laguna Bronzing Cream in 02 
Radiant Creamy Concealer in Crème Brulée, Custard & Ginger
Light Reflecting™ Foundation in Salzburg, Deauville & Vienna

CHEEKS 
Afterglow Liquid Blush in Dolce Vita and Behave
Light Reflecting™ Setting Powder – Pressed
Blush in shades Dominate, Behave & Bump Ride on top of the Afterglow Liquid Blush
Laguna Bronzing Powder in 02 & 03 
The Multiple Stick in Copacabana

EYES 
Afterglow Irresistible Eyeshadow Palette shades Magnetism, Midnight
High-Pigment Longwear Eyeliner in Via Veneto & Last Frontier 
Climax Mascara from root to tip

BROWS 
Brow Perfecter in Komo

LIPS 
Precision Lip Liner in Morocco
Afterglow Sensual Shine Lipstick in Voyeur"
8069,16186,"Какое красивое платье у [Embody](https://embodybrand.ru/?fbclid=PAAaYc69SroZj6zgMG09-hSvgaYwLsV0i_wA2XT6-IbqlBVytcvN8FAUL64Sk_aem_Acr_o8s1I5dc_RwALiuHMXNLq0zCCdZnn7fhDA6Y2GEVCC1YrncBYHiPe2rmWtF9szE) ❤️
У них очень приятная подборка (скорее бы лето ☠️)"
8080,16175,"Зендая в кампании Bulgari B.zero1

Unpopular opinion, но эта коллекция мне нравится намного больше, чем змейки. 
Эти кольца отдельная любовь! 
У меня в вишлисте такое кольцо составное из 3 разных оттенков золота 🥲"
8081,16174,"Бренд EOS (помните такой, с круглыми бальзамами для губ?) выпустил лосьон для тела НА ЗАМКЕ, чтобы ваш муж / бойфренд не трогали его 🤣

Хороший пиар ход, но мы то знаем, что мужики дай бог раз в год хоть лицо смогут увлажнить 😭"
8084,16171,"На [Мегамаркете](https://t.me/megamrkt/9606) можно заказать бренд декоративной косметики Arive – это новый российский бренд, который достоин внимания. Хотела отдельно про него написать, но рада, что он попал в эту подборку и можно очень выгодно взять их продукты 😜

Мои фавориты - румяна в отдельной палетке / карандаши для губ / тени для век тоже в однушечках (очень удобно брать в поездки) / тушь для ресниц в зеленом флаконе и гель для бровей! 

Все выглядит очень классно, дизайн в стиле корейцев и огромное количество разных оттенков, ребята не стали ждать и дропнули огромный ассортимент ☺️

Реклама. ООО «Маркетплейс», megamarket.ru, erid: LjN8JuGw7"
8142,16113,"И Марго и Дженни - обе амбассадоры Chanel, который очень часто по моему мнению выглядит не очень (Карл прости 🥲). 

Поэтому большинство образов - это архивный Chanel, как у Марго тут 1993 года. С Дженни к сожалению не знаю, но ее стилисты одевают безупречно всегда ❤️"
8177,16078,"Я наконец-то люблю воскресенье потому что можно заняться спортом и посидеть в тишине без людей. God bless Sunday. 

(У меня с детства травма, воскресенье -> нудная программа киселева вечером у предков -> завтра в школу)"
8198,16057,"Эпизод в сериале Наследники «Свадьба Коннора» получил высший рейтинг 10 на IMDB в первый день выхода в эфир.

Сейчас он имеет рейтинг IMDB 9,9, а критики и зрители называют его лучшим сериалом, а также одним из величайших телевизионных эпизодов всех времен. 

Полностью согласна со всем, со времен Клана Сопрано это лучший сериал 🙏"
8211,16044,"Звезда OnlyFans Amouranth в начале января опубликовала свой заработок с платформы за последние 4 года.

С 1 января 2020-го по 3 января 2024-го Amouranth заработала на OnlyFans более $ 57 млн, что по текущему курсу составляет почти 5,2 млрд рублей. Из этой суммы ей достались $ 45,6 млн (примерно 4 млрд рублей), так как на OnlyFans 20% от заработка каждого пользователя забирает сервис.

То есть примерно по 11 миллионов долларов в год. Это если не учитывать, что у неё популярнейший twitch / YouTube / Instagram 🙀 


Мы живем в очень странном мире ☠️"
8243,16012,"Мои любимые наборы SephoraFavorites 🎁 на этот раз парфюмерный.

В комплект входит 5 пробников ароматов: от цветочных до теплых и пряных, землистых и древесных. Можно выбрать один понравившийся, взять прилагаемый сертификат и отнести его в любой магазин Sephora в США или на сайт sephora.com, чтобы обменять его на полноразмерный экземпляр без дополнительных затрат.
82$ 💸

Включает в себя:
CarolinaHerrera Very Good Girl Eau de Parfum
JoMalone London Wood Sage & Sea Salt 
Maison Louis Marie No. 13 Nouvelle Vague Eau de Parfum
Туалетная вода Maison Margiela By the Fireplace
Prada Candy Eau de Parfum"
8253,16002,"🤎✨ Новый тональный крем Power Plush Longwear!!  💗😍 От Kylie Cosmetics 

Мгновенно разглаживает кожу, оставляя безупречный результат аэрографа, который сохраняется в течение 12 часов. В 40 оттенках со средним наращиваемым покрытием + новая кисть для тональной основы и закрепляющий спрей.

Будет доступно ➡️ 17 января на их сайте и в розничных магазинах."
8259,15996,"Говорят, новый фен AirLight Pro ✨LOreal x #Zuvi станет новым Дайсоном.

Сочетание инфракрасного света и мощного воздушного потока помогает имитировать солнце и ветер. Это, в свою очередь, снижает потребность в тепле. Свет помогает каплям воды высохнуть на поверхности волос, оставляя влагу внутри пряди нетронутой. В результате время сушки предположительно сокращается на 30 процентов, а потребление энергии снижается на 31 процент, при этом волосы становятся более увлажненными и гладкими.

L’Oréal заключила партнерское соглашение с Zuvi, стартапом, основанным бывшими инженерами DJI и создавшим аналогичный фен на основе света.

Он также будет включать в себя приложение, в котором пользователи смогут настраивать параметры нагрева, и набор интеллектуальных насадок, включая диффузор и насадку-концентратор.

Сначала он будет доступен в салонах под брендом L’Oréal Professionnel. Цена примерная  400$"
